1,11,975,457,37,79,1,-1,-1,-1
1,10,1015,431,47,119,1,-1,-1,-1
1,9,1249,443,43,105,1,-1,-1,-1
1,8,1365,429,49,139,1,-1,-1,-1
1,7,541,459,43,99,1,-1,-1,-1
1,6,473,453,103,261,1,-1,-1,-1
1,5,621,459,79,193,1,-1,-1,-1
1,4,1429,423,161,339,1,-1,-1,-1
1,3,1347,415,153,377,1,-1,-1,-1
1,2,581,443,97,269,1,-1,-1,-1
1,1,415,449,129,269,1,-1,-1,-1
2,11,974,455,37,80,1,-1,-1,-1
2,10,1013,431,47,119,1,-1,-1,-1
2,9,1249,443,43,105,1,-1,-1,-1
2,8,1366,427,49,138,1,-1,-1,-1
2,7,539,459,43,99,1,-1,-1,-1
2,6,472,451,103,262,1,-1,-1,-1
2,5,620,457,79,194,1,-1,-1,-1
2,4,1436,422,158,338,1,-1,-1,-1
2,3,1353,412,154,379,1,-1,-1,-1
2,2,579,443,97,269,1,-1,-1,-1
2,1,413,448,130,269,1,-1,-1,-1
3,11,974,455,37,80,1,-1,-1,-1
3,10,1012,431,47,119,1,-1,-1,-1
3,9,1249,443,43,105,1,-1,-1,-1
3,8,1368,426,49,139,1,-1,-1,-1
3,7,538,459,43,99,1,-1,-1,-1
3,6,472,451,103,262,1,-1,-1,-1
3,5,620,457,79,194,1,-1,-1,-1
3,4,1444,422,156,339,1,-1,-1,-1
3,3,1359,412,156,382,1,-1,-1,-1
3,2,578,443,97,269,1,-1,-1,-1
3,1,413,448,132,270,1,-1,-1,-1
4,11,976,454,37,80,1,-1,-1,-1
4,10,1012,431,47,119,1,-1,-1,-1
4,9,1249,443,43,105,1,-1,-1,-1
4,8,1370,426,49,138,1,-1,-1,-1
4,7,538,459,43,99,1,-1,-1,-1
4,6,472,450,103,262,1,-1,-1,-1
4,5,621,456,80,195,1,-1,-1,-1
4,4,1452,423,154,339,1,-1,-1,-1
4,3,1365,411,158,383,1,-1,-1,-1
4,2,578,443,97,269,1,-1,-1,-1
4,1,412,447,134,273,1,-1,-1,-1
5,11,977,454,37,81,1,-1,-1,-1
5,10,1012,431,47,119,1,-1,-1,-1
5,9,1249,443,43,105,1,-1,-1,-1
5,8,1374,426,49,139,1,-1,-1,-1
5,7,538,459,43,99,1,-1,-1,-1
5,6,472,450,103,263,1,-1,-1,-1
5,5,622,457,79,196,1,-1,-1,-1
5,4,1461,423,152,339,1,-1,-1,-1
5,3,1373,411,159,385,1,-1,-1,-1
5,2,578,443,97,269,1,-1,-1,-1
5,1,411,447,137,274,1,-1,-1,-1
6,11,978,454,37,81,1,-1,-1,-1
6,10,1012,431,47,119,1,-1,-1,-1
6,9,1249,443,43,105,1,-1,-1,-1
6,8,1377,426,49,139,1,-1,-1,-1
6,7,538,459,43,99,1,-1,-1,-1
6,6,472,450,103,263,1,-1,-1,-1
6,5,622,457,79,196,1,-1,-1,-1
6,4,1469,424,150,339,1,-1,-1,-1
6,3,1379,411,161,387,1,-1,-1,-1
6,2,578,443,97,269,1,-1,-1,-1
6,1,411,446,139,275,1,-1,-1,-1
7,11,979,454,37,81,1,-1,-1,-1
7,10,1012,431,47,119,1,-1,-1,-1
7,9,1249,443,43,105,1,-1,-1,-1
7,8,1379,426,49,139,1,-1,-1,-1
7,7,537,459,43,99,1,-1,-1,-1
7,6,473,450,103,264,1,-1,-1,-1
7,5,623,456,80,197,1,-1,-1,-1
7,4,1477,425,147,340,1,-1,-1,-1
7,3,1385,411,163,389,1,-1,-1,-1
7,2,578,443,97,269,1,-1,-1,-1
7,1,410,446,141,277,1,-1,-1,-1
8,11,980,454,37,81,1,-1,-1,-1
8,10,1012,431,47,119,1,-1,-1,-1
8,9,1249,443,43,105,1,-1,-1,-1
8,8,1381,426,49,139,1,-1,-1,-1
8,7,537,459,43,99,1,-1,-1,-1
8,6,473,450,104,265,1,-1,-1,-1
8,5,623,457,80,198,1,-1,-1,-1
8,4,1486,425,143,340,1,-1,-1,-1
8,3,1391,411,165,390,1,-1,-1,-1
8,2,578,443,97,269,1,-1,-1,-1
8,1,410,446,144,277,1,-1,-1,-1
9,11,981,454,37,81,1,-1,-1,-1
9,10,1012,431,47,119,1,-1,-1,-1
9,9,1249,443,43,105,1,-1,-1,-1
9,8,1384,426,49,139,1,-1,-1,-1
9,7,536,459,43,99,1,-1,-1,-1
9,6,474,450,104,265,1,-1,-1,-1
9,5,624,457,80,198,1,-1,-1,-1
9,4,1494,426,141,340,1,-1,-1,-1
9,3,1399,410,167,391,1,-1,-1,-1
9,2,578,443,97,269,1,-1,-1,-1
9,1,409,446,146,279,1,-1,-1,-1
10,11,981,454,37,81,1,-1,-1,-1
10,10,1012,431,47,119,1,-1,-1,-1
10,9,1249,443,43,105,1,-1,-1,-1
10,8,1387,426,49,139,1,-1,-1,-1
10,7,536,459,43,99,1,-1,-1,-1
10,6,474,450,103,265,1,-1,-1,-1
10,5,624,456,80,199,1,-1,-1,-1
10,4,1503,426,138,342,1,-1,-1,-1
10,3,1405,410,169,393,1,-1,-1,-1
10,2,578,443,97,269,1,-1,-1,-1
10,1,409,446,148,279,1,-1,-1,-1
11,11,982,454,37,81,1,-1,-1,-1
11,10,1012,432,47,119,1,-1,-1,-1
11,9,1249,443,43,105,1,-1,-1,-1
11,8,1389,426,49,139,1,-1,-1,-1
11,7,536,459,43,100,1,-1,-1,-1
11,6,474,450,103,265,1,-1,-1,-1
11,5,625,456,80,199,1,-1,-1,-1
11,4,1512,426,135,343,1,-1,-1,-1
11,3,1412,411,171,394,1,-1,-1,-1
11,2,578,443,97,269,1,-1,-1,-1
11,1,409,446,149,279,1,-1,-1,-1
12,11,983,454,37,81,1,-1,-1,-1
12,10,1011,432,47,118,1,-1,-1,-1
12,9,1249,443,43,105,1,-1,-1,-1
12,8,1392,427,48,138,1,-1,-1,-1
12,7,535,459,43,100,1,-1,-1,-1
12,6,474,451,103,265,1,-1,-1,-1
12,5,625,457,81,200,1,-1,-1,-1
12,4,1521,425,134,345,1,-1,-1,-1
12,3,1418,410,173,395,1,-1,-1,-1
12,2,578,443,97,269,1,-1,-1,-1
12,1,409,446,149,279,1,-1,-1,-1
13,11,984,454,37,81,1,-1,-1,-1
13,10,1011,433,47,119,1,-1,-1,-1
13,9,1249,443,43,105,1,-1,-1,-1
13,8,1395,427,48,138,1,-1,-1,-1
13,7,535,459,43,100,1,-1,-1,-1
13,6,475,451,104,266,1,-1,-1,-1
13,5,626,457,81,200,1,-1,-1,-1
13,4,1530,424,134,348,1,-1,-1,-1
13,3,1425,410,175,397,1,-1,-1,-1
13,2,578,443,97,269,1,-1,-1,-1
13,1,410,447,147,279,1,-1,-1,-1
14,11,985,454,37,81,1,-1,-1,-1
14,10,1010,433,47,119,1,-1,-1,-1
14,9,1249,443,43,105,1,-1,-1,-1
14,8,1397,426,48,138,1,-1,-1,-1
14,7,534,459,43,100,1,-1,-1,-1
14,6,475,451,104,266,1,-1,-1,-1
14,5,626,456,81,201,1,-1,-1,-1
14,4,1539,423,135,351,1,-1,-1,-1
14,3,1432,410,177,397,1,-1,-1,-1
14,2,578,443,97,269,1,-1,-1,-1
14,1,412,448,146,280,1,-1,-1,-1
15,11,986,454,37,81,1,-1,-1,-1
15,10,1010,433,47,119,1,-1,-1,-1
15,9,1249,443,43,105,1,-1,-1,-1
15,8,1399,426,48,137,1,-1,-1,-1
15,7,534,459,43,101,1,-1,-1,-1
15,6,475,449,104,267,1,-1,-1,-1
15,5,627,457,81,202,1,-1,-1,-1
15,4,1548,422,137,354,1,-1,-1,-1
