1,1182,127.54,149.11,61.74,185.32,1,-1,-1,-1
1,1181,11.30,148.80,79.17,197.67,1,-1,-1,-1
2,1182,129.20,154.66,61.81,179.66,1,-1,-1,-1
2,1181,18.34,156.60,74.80,191.62,1,-1,-1,-1
3,1183,252.73,206.10,31.03,51.17,1,-1,-1,-1
3,1182,124.68,145.88,77.29,184.43,1,-1,-1,-1
3,1181,20.33,158.08,74.86,182.83,1,-1,-1,-1
4,1182,127.07,151.92,77.06,186.84,1,-1,-1,-1
4,1181,22.46,154.71,75.04,190.18,1,-1,-1,-1
5,1182,139.41,159.39,71.75,189.83,1,-1,-1,-1
5,1181,29.21,158.29,74.59,196.24,1,-1,-1,-1
6,1182,152.83,154.90,66.90,189.78,1,-1,-1,-1
6,1181,34.31,155.75,71.32,195.40,1,-1,-1,-1
7,1182,154.21,153.54,68.67,187.56,1,-1,-1,-1
7,1181,39.29,152.55,71.88,199.38,1,-1,-1,-1
8,1184,237.20,203.42,22.42,60.03,1,-1,-1,-1
8,1182,162.00,156.72,66.97,188.86,1,-1,-1,-1
8,1181,41.55,149.04,74.89,204.49,1,-1,-1,-1
9,1186,291.68,200.19,25.31,61.22,1,-1,-1,-1
9,1183,385.05,196.91,34.50,54.90,1,-1,-1,-1
9,1182,163.00,152.30,70.88,196.06,1,-1,-1,-1
9,1181,43.25,144.92,75.04,202.47,1,-1,-1,-1
10,1186,298.52,202.62,25.44,60.93,1,-1,-1,-1
10,1182,170.92,151.10,72.53,199.35,1,-1,-1,-1
10,1181,53.46,153.14,73.29,203.70,1,-1,-1,-1
11,1186,303.93,202.04,24.98,60.99,1,-1,-1,-1
11,1182,172.87,145.68,81.04,207.03,1,-1,-1,-1
11,1181,61.54,148.77,73.93,204.28,1,-1,-1,-1
12,1188,269.63,201.47,23.22,67.29,1,-1,-1,-1
12,1186,306.94,203.60,23.99,59.52,1,-1,-1,-1
12,1182,178.71,143.57,87.23,216.50,1,-1,-1,-1
12,1181,63.58,147.09,76.80,209.21,1,-1,-1,-1
13,1188,276.46,204.78,24.82,67.00,1,-1,-1,-1
13,1186,316.34,208.50,24.15,58.02,1,-1,-1,-1
13,1182,183.41,144.28,86.10,216.87,1,-1,-1,-1
13,1181,72.22,151.20,76.31,209.53,1,-1,-1,-1
14,1188,282.84,197.95,24.66,70.38,1,-1,-1,-1
14,1186,318.68,204.73,23.70,60.84,1,-1,-1,-1
14,1182,200.52,144.37,82.84,220.17,1,-1,-1,-1
14,1181,81.12,153.70,75.67,209.73,1,-1,-1,-1
15,1190,342.49,203.24,28.75,62.25,1,-1,-1,-1
15,1186,329.09,204.00,22.64,60.15,1,-1,-1,-1
15,1182,208.07,149.55,85.36,220.80,1,-1,-1,-1
15,1181,88.98,147.70,80.89,217.79,1,-1,-1,-1
16,1190,349.14,200.62,29.21,64.88,1,-1,-1,-1
16,1186,333.43,200.57,22.70,60.86,1,-1,-1,-1
16,1182,216.14,139.33,84.62,227.13,1,-1,-1,-1
16,1181,87.65,144.07,83.34,222.83,1,-1,-1,-1
17,1182,216.74,140.65,85.81,228.61,1,-1,-1,-1
17,1181,84.61,137.97,86.99,227.53,1,-1,-1,-1
18,1182,219.06,137.69,90.45,237.12,1,-1,-1,-1
18,1181,87.79,136.93,92.32,232.36,1,-1,-1,-1
19,1182,220.96,135.53,90.50,242.15,1,-1,-1,-1
19,1181,83.19,131.49,93.30,235.20,1,-1,-1,-1
20,1182,217.45,136.06,94.77,243.70,1,-1,-1,-1
20,1181,81.43,129.09,96.80,242.71,1,-1,-1,-1
21,1196,2.11,141.11,31.05,85.31,1,-1,-1,-1
21,1182,217.23,129.73,99.85,249.98,1,-1,-1,-1
21,1181,72.33,122.15,98.98,251.32,1,-1,-1,-1
22,1196,1.06,138.80,31.60,85.96,1,-1,-1,-1
22,1182,217.88,123.56,98.80,254.09,1,-1,-1,-1
22,1181,67.50,114.93,102.21,262.21,1,-1,-1,-1
23,1196,-0.87,148.94,32.91,98.01,1,-1,-1,-1
23,1182,220.37,120.38,104.97,264.34,1,-1,-1,-1
23,1181,66.81,116.41,105.91,268.90,1,-1,-1,-1
24,1182,220.27,116.11,109.43,268.76,1,-1,-1,-1
24,1181,62.80,118.85,108.09,267.74,1,-1,-1,-1
25,1199,-0.94,163.70,40.92,168.61,1,-1,-1,-1
25,1182,220.60,112.81,116.46,282.00,1,-1,-1,-1
25,1181,60.48,118.75,114.99,276.64,1,-1,-1,-1
26,1199,-1.58,153.03,43.41,188.59,1,-1,-1,-1
26,1182,218.90,118.08,120.52,286.96,1,-1,-1,-1
26,1181,57.77,117.78,116.09,282.56,1,-1,-1,-1
27,1199,-2.40,165.20,39.57,174.84,1,-1,-1,-1
27,1182,220.43,112.41,123.59,298.17,1,-1,-1,-1
27,1181,57.03,115.65,117.36,289.18,1,-1,-1,-1
28,1199,-1.23,159.30,40.65,180.07,1,-1,-1,-1
28,1182,228.02,115.04,125.16,300.94,1,-1,-1,-1
28,1181,54.21,114.31,125.08,294.24,1,-1,-1,-1
29,1199,-0.38,172.18,40.95,167.21,1,-1,-1,-1
29,1182,225.80,108.97,127.27,310.57,1,-1,-1,-1
29,1181,55.68,103.17,127.68,305.85,1,-1,-1,-1
30,1199,-0.21,171.82,41.26,163.71,1,-1,-1,-1
30,1182,224.57,106.97,130.87,317.29,1,-1,-1,-1
30,1181,50.68,101.57,134.20,313.66,1,-1,-1,-1
31,1199,-1.36,180.98,38.80,154.80,1,-1,-1,-1
31,1182,226.95,103.80,131.11,325.25,1,-1,-1,-1
31,1181,46.40,90.50,140.25,316.85,1,-1,-1,-1
